symbol	name	chrom	start	end	strand
FUZ	fuzzy planar cell polarity protein	chr19	49806866	49817376	-
MED25	mediator complex subunit 25	chr19	49818277	49840383	+
PTOV1	PTOV1 extended AT-hook containing adaptor protein	chr19	49850735	49860744	+
PNKP	polynucleotide kinase 3'-phosphatase	chr19	49859882	49878351	-
AKT1S1	AKT1 substrate 1	chr19	49869033	49879470	-
TBC1D17	TBC1 domain family member 17	chr19	49877501	49888751	+
IL4I1	interleukin 4 induced 1	chr19	49889654	49929539	-
NUP62	nucleoporin 62	chr19	49906825	49929925	-
ATF5	activating transcription factor 5	chr19	49923910	49933935	+
SIGLEC11	sialic acid binding Ig like lectin 11	chr19	49948971	49961172	-
SIGLEC16	sialic acid binding Ig like lectin 16 (gene/pseudogene)	chr19	49969600	49975819	+
VRK3	VRK serine/threonine kinase 3	chr19	49976127	50025946	-
ZNF473	zinc finger protein 473	chr19	50025714	50053414	+
IZUMO2	IZUMO family member 2	chr19	50152537	50163281	-
MYH14	myosin heavy chain 14	chr19	50188186	50310545	+
KCNC3	potassium voltage-gated channel subfamily C member 3	chr19	50311937	50333515	-
NR1H2	nuclear receptor subfamily 1 group H member 2	chr19	50329640	50383404	+
NAPSA	napsin A aspartic peptidase	chr19	50358472	50365830	-
POLD1	DNA polymerase delta 1, catalytic subunit	chr19	50384204	50418018	+
SPIB	Spi-B transcription factor	chr19	50418938	50431314	+
MYBPC2	myosin binding protein C2	chr19	50432805	50466328	+
GARIN5A	golgi associated RAB2 interactor 5A	chr19	50466785	50476866	-
EMC10	ER membrane protein complex subunit 10	chr19	50476400	50490871	+
JOSD2	Josephin domain containing 2	chr19	50505995	50514675	-
ASPDH	aspartate dehydrogenase domain containing	chr19	50511568	50514690	-
LRRC4B	leucine rich repeat containing 4B	chr19	50516892	50568435	-
SYT3	synaptotagmin 3	chr19	50621307	50640040	-
C19orf81	chromosome 19 open reading frame 81	chr19	50648792	50659310	+
SHANK1	SH3 and multiple ankyrin repeat domains 1	chr19	50659255	50719802	-
CLEC11A	C-type lectin domain containing 11A	chr19	50723286	50725719	+
GPR32	G protein-coupled receptor 32	chr19	50770464	50771732	+
SMIM47	small integral membrane protein 47	chr19	50776141	50793142	-
ACP4	acid phosphatase 4	chr19	50790415	50795219	+
KLK1	kallikrein 1	chr19	50819146	50823787	-
KLK15	kallikrein related peptidase 15	chr19	50825289	50837213	-
KLK3	kallikrein related peptidase 3	chr19	50854915	50860764	+
KLK2	kallikrein related peptidase 2	chr19	50861568	50880567	+
KLK4	kallikrein related peptidase 4	chr19	50906351	50911395	-
KLK5	kallikrein related peptidase 5	chr19	50943299	50953314	-
KLK6	kallikrein related peptidase 6	chr19	50958631	50969673	-
KLK7	kallikrein related peptidase 7	chr19	50976468	50984099	-
KLK8	kallikrein related peptidase 8	chr19	50996007	51002711	-
KLK9	kallikrein related peptidase 9	chr19	51002508	51009634	-
KLK10	kallikrein related peptidase 10	chr19	51012739	51021048	-
KLK11	kallikrein related peptidase 11	chr19	51022216	51028039	-
KLK12	kallikrein related peptidase 12	chr19	51029092	51035230	-
KLK13	kallikrein related peptidase 13	chr19	51055626	51065114	-
KLK14	kallikrein related peptidase 14	chr19	51077317	51086530	-
CTU1	cytosolic thiouridylase subunit 1	chr19	51097606	51108424	-
SIGLEC9	sialic acid binding Ig like lectin 9	chr19	51124906	51140470	+
SIGLEC7	sialic acid binding Ig like lectin 7	chr19	51142288	51153658	+
CD33	CD33 molecule	chr19	51217033	51243860	+
SIGLECL1	SIGLEC family like 1	chr19	51246348	51269330	+
IGLON5	IgLON family member 5	chr19	51311644	51330891	+
VSIG10L	V-set and immunoglobulin domain containing 10 like	chr19	51331536	51342310	-
ETFB	electron transfer flavoprotein subunit beta	chr19	51345161	51366449	-
CLDND2	claudin domain containing 2	chr19	51367098	51369003	-
NKG7	natural killer cell granule protein 7	chr19	51371606	51372704	-
LIM2	lens intrinsic membrane protein 2	chr19	51379909	51388264	-
C19orf84	chromosome 19 open reading frame 84	chr19	51388289	51390591	-
SIGLEC10	sialic acid binding Ig like lectin 10	chr19	51410020	51417803	-
SIGLEC8	sialic acid binding Ig like lectin 8	chr19	51450847	51458469	-
CEACAM18	CEA cell adhesion molecule 18	chr19	51478539	51491301	+
SIGLEC12	sialic acid binding Ig like lectin 12	chr19	51491227	51501800	-
SIGLEC6	sialic acid binding Ig like lectin 6	chr19	51517819	51531856	-
ZNF175	zinc finger protein 175	chr19	51571283	51592510	+
SIGLEC5	sialic acid binding Ig like lectin 5	chr19	51630101	51645545	-
SIGLEC14	sialic acid binding Ig like lectin 14	chr19	51639478	51646825	-
SPACA6	sperm acrosome associated 6	chr19	51688346	51712387	+
HAS1	hyaluronan synthase 1	chr19	51713112	51723991	-
FPR1	formyl peptide receptor 1	chr19	51745172	51804115	-
FPR2	formyl peptide receptor 2	chr19	51752026	51770531	+
FPR3	formyl peptide receptor 3	chr19	51795137	51826324	+
ZNF577	zinc finger protein 577	chr19	51804816	51890950	-
ZNF649	zinc finger protein 649	chr19	51889233	51905049	-
ZNF613	zinc finger protein 613	chr19	51927147	51948759	+
ZNF350	zinc finger protein 350	chr19	51964061	51986856	-
ZNF615	zinc finger protein 615	chr19	51991332	52008230	-
ZNF614	zinc finger protein 614	chr19	52012765	52030240	-
ZNF432	zinc finger protein 432	chr19	52031378	52095738	-
ZNF841	zinc finger protein 841	chr19	52064465	52095765	-
ZNF616	zinc finger protein 616	chr19	52113073	52139965	-
ZNF836	zinc finger protein 836	chr19	52153864	52171643	-
PPP2R1A	protein phosphatase 2 scaffold subunit Aalpha	chr19	52170936	52229518	+
ZNF766	zinc finger protein 766	chr19	52269587	52296046	+
ZNF480	zinc finger protein 480	chr19	52297167	52325926	+
ZNF610	zinc finger protein 610	chr19	52336243	52367778	+
ZNF880	zinc finger protein 880	chr19	52369917	52393738	+
ZNF528	zinc finger protein 528	chr19	52397849	52418412	+
ZNF534	zinc finger protein 534	chr19	52429148	52452315	+
ZNF578	zinc finger protein 578	chr19	52453553	52516882	+
ZNF808	zinc finger protein 808	chr19	52527652	52564464	+
ZNF701	zinc finger protein 701	chr19	52555822	52599928	+
ZNF83	zinc finger protein 83	chr19	52612356	52638388	-
ZNF611	zinc finger protein 611	chr19	52702813	52735080	-
ZNF600	zinc finger protein 600	chr19	52749942	52786820	-
ZNF28	zinc finger protein 28	chr19	52797408	52857600	-
ZNF468	zinc finger protein 468	chr19	52838010	52857649	-
ZNF320	zinc finger protein 320	chr19	52860851	52897704	-
ZNF888	zinc finger protein 888	chr19	52904415	52923496	-
ZNF816	zinc finger protein 816	chr19	52949377	52962911	-
ERVV-1	endogenous retrovirus group V member 1, envelope	chr19	53013921	53016123	+
ERVV-2	endogenous retrovirus group V member 2, envelope	chr19	53044740	53051680	+
ZNF160	zinc finger protein 160	chr19	53064884	53103434	-
ZNF415	zinc finger protein 415	chr19	53107879	53133077	-
ZNF347	zinc finger protein 347	chr19	53124072	53159075	-
ZNF665	zinc finger protein 665	chr19	53159213	53193386	-
ZNF677	zinc finger protein 677	chr19	53235381	53254898	-
VN1R2	vomeronasal 1 receptor 2	chr19	53258292	53261837	+
VN1R4	vomeronasal 1 receptor 4	chr19	53266676	53267723	-
BIRC8	baculoviral IAP repeat containing 8	chr19	53289664	53291131	-
ZNF845	zinc finger protein 845	chr19	53333749	53356906	+
ZNF525	zinc finger protein 525	chr19	53365693	53392217	+
ZNF765	zinc finger protein 765	chr19	53389793	53430413	+
ZNF761	zinc finger protein 761	chr19	53426180	53461862	+
ZNF813	zinc finger protein 813	chr19	53467703	53496255	+
ZNF331	zinc finger protein 331	chr19	53519527	53580271	+
DPRX	divergent-paired related homeobox	chr19	53600777	53637014	+
NLRP12	NLR family pyrin domain containing 12	chr19	53792139	53824403	-
MYADM	myeloid associated differentiation marker	chr19	53864763	53878125	+
PRKCG	protein kinase C gamma	chr19	53879190	53907652	+
CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7	chr19	53909278	53943950	+
CACNG8	calcium voltage-gated channel auxiliary subunit gamma 8	chr19	53962937	53990215	+
CACNG6	calcium voltage-gated channel auxiliary subunit gamma 6	chr19	53991637	54012666	+
VSTM1	V-set and transmembrane domain containing 1	chr19	54040825	54063953	-
TARM1	T cell-interacting, activating receptor on myeloid cells 1	chr19	54069895	54081365	-
OSCAR	osteoclast associated Ig-like receptor	chr19	54094668	54102692	-
NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	chr19	54102728	54109257	+
TFPT	TCF3 fusion partner	chr19	54107020	54115657	-
PRPF31	pre-mRNA processing factor 31	chr19	54115410	54131719	+
CNOT3	CCR4-NOT transcription complex subunit 3	chr19	54137710	54155708	+
LENG1	leukocyte receptor cluster member 1	chr19	54155161	54159721	-
TMC4	transmembrane channel like 4	chr19	54160095	54173250	-
MBOAT7	membrane bound acylglycerophosphatidylinositol O-acyltransferase MBOAT7	chr19	54173412	54189882	-
TSEN34	tRNA splicing endonuclease subunit 34	chr19	54189447	54194538	+
RPS9	ribosomal protein S9	chr19	54200484	54249003	+
LILRB3	leukocyte immunoglobulin like receptor B3	chr19	54216278	54223506	-
LILRA6	leukocyte immunoglobulin like receptor A6	chr19	54236590	54242790	-
LILRB5	leukocyte immunoglobulin like receptor B5	chr19	54249421	54257339	-
LILRB2	leukocyte immunoglobulin like receptor B2	chr19	54273812	54281184	-
LILRA5	leukocyte immunoglobulin like receptor A5	chr19	54307041	54313166	-
LILRA4	leukocyte immunoglobulin like receptor A4	chr19	54333185	54339162	-
LAIR1	leukocyte associated immunoglobulin like receptor 1	chr19	54351384	54370558	-
TTYH1	tweety family member 1	chr19	54415219	54436904	+
LENG8	leukocyte receptor cluster member 8	chr19	54449157	54462022	+
LENG9	leukocyte receptor cluster member 9	chr19	54461732	54463778	-
CDC42EP5	CDC42 effector protein 5	chr19	54465026	54473296	-
LAIR2	leukocyte associated immunoglobulin like receptor 2	chr19	54497879	54510687	+
LILRA2	leukocyte immunoglobulin like receptor A2	chr19	54572920	54590287	+
LILRA1	leukocyte immunoglobulin like receptor A1	chr19	54593582	54602381	+
LILRB1	leukocyte immunoglobulin like receptor B1	chr19	54616309	54638022	+
LILRB4	leukocyte immunoglobulin like receptor B4	chr19	54643889	54670359	+
KIR3DL3	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3	chr19	54724442	54736632	+
KIR2DL3	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3	chr19	54738513	54753061	+
KIR2DL1	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1	chr19	54769793	54784332	+
KIR2DL4	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	chr19	54803610	54814517	+
KIR3DL1	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1	chr19	54816468	54830778	+
KIR2DS4	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 (gene/pseudogene)	chr19	54832676	54848569	+
KIR3DL2	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2	chr19	54850433	54867209	+
FCAR	Fc alpha receptor	chr19	54874235	54891420	+
NCR1	natural cytotoxicity triggering receptor 1	chr19	54906148	54916140	+
NLRP7	NLR family pyrin domain containing 7	chr19	54923509	54966312	-
NLRP2	NLR family pyrin domain containing 2	chr19	54953130	55001142	+
GP6	glycoprotein VI platelet	chr19	55013705	55038264	-
RDH13	retinol dehydrogenase 13	chr19	55039108	55071291	-
EPS8L1	EPS8 signaling adaptor L1	chr19	55072020	55090124	+
PPP1R12C	protein phosphatase 1 regulatory subunit 12C	chr19	55090913	55117639	-
TNNT1	troponin T1, slow skeletal type	chr19	55132698	55149351	-
TNNI3	troponin I3, cardiac type	chr19	55151767	55157773	-
DNAAF3	dynein axonemal assembly factor 3	chr19	55158661	55166722	-
SYT5	synaptotagmin 5	chr19	55171196	55180314	-
PTPRH	protein tyrosine phosphatase receptor type H	chr19	55181230	55209508	-
TMEM86B	transmembrane protein 86B	chr19	55226638	55228784	-
PPP6R1	protein phosphatase 6 regulatory subunit 1	chr19	55229776	55259070	-
HSPBP1	HSPA (Hsp70) binding protein 1	chr19	55262219	55280930	-
BRSK1	BR serine/threonine kinase 1	chr19	55282072	55312562	+
TMEM150B	transmembrane protein 150B	chr19	55312801	55334048	-
KMT5C	lysine methyltransferase 5C	chr19	55339367	55348121	+
COX6B2	cytochrome c oxidase subunit 6B2	chr19	55349306	55354719	-
GARIN5B	golgi associated RAB2 interactor family member 5B	chr19	55354908	55363260	-
IL11	interleukin 11	chr19	55364382	55370463	-
TMEM190	transmembrane protein 190	chr19	55376816	55378246	+
TMEM238	transmembrane protein 238	chr19	55379244	55384292	-
RPL28	ribosomal protein L28	chr19	55383856	55403250	+
UBE2S	ubiquitin conjugating enzyme E2 S	chr19	55399745	55407788	-
SHISA7	shisa family member 7	chr19	55428740	55443300	-
ISOC2	isochorismatase domain containing 2	chr19	55452975	55462343	-
C19orf85	chromosome 19 open reading frame 85	chr19	55463001	55464751	-
ZNF628	zinc finger protein 628	chr19	55476617	55484487	+
NAT14	N-acetyltransferase 14 (putative)	chr19	55485188	55487569	+
SSC5D	scavenger receptor cysteine rich family member with 5 domains	chr19	55488404	55519099	+
SBK2	SH3 domain binding kinase family member 2	chr19	55528609	55537143	-
SBK3	SH3 domain binding kinase family member 3	chr19	55539018	55550284	-
ZNF579	zinc finger protein 579	chr19	55576774	55580916	-
FIZ1	FLT3 interacting zinc finger 1	chr19	55591371	55606194	-
ZNF524	zinc finger protein 524	chr19	55599714	55603138	+
ZNF865	zinc finger protein 865	chr19	55605638	55617269	+
ZNF784	zinc finger protein 784	chr19	55620741	55624566	-
ZNF580	zinc finger protein 580	chr19	55635003	55643470	+
ZNF581	zinc finger protein 581	chr19	55635018	55645626	+
CCDC106	coiled-coil domain containing 106	chr19	55641062	55653161	+
U2AF2	U2 small nuclear RNA auxiliary factor 2	chr19	55654146	55674716	+
EPN1	epsin 1	chr19	55675109	55709858	+
NLRP9	NLR family pyrin domain containing 9	chr19	55708438	55738402	-
RFPL4A	ret finger protein like 4A	chr19	55759043	55763424	+
RFPL4AL1	ret finger protein like 4A like 1	chr19	55769118	55773420	+
NLRP11	NLR family pyrin domain containing 11	chr19	55785397	55836800	-
NLRP4	NLR family pyrin domain containing 4	chr19	55836540	55881855	+
NLRP13	NLR family pyrin domain containing 13	chr19	55891699	55932336	-
NLRP8	NLR family pyrin domain containing 8	chr19	55947832	55988629	+
NLRP5	NLR family pyrin domain containing 5	chr19	55986775	56061810	+
ZNF787	zinc finger protein 787	chr19	56087366	56121295	-
ZNF444	zinc finger protein 444	chr19	56132599	56160897	+
GALP	galanin like peptide	chr19	56176008	56185775	+
ZSCAN5B	zinc finger and SCAN domain containing 5B	chr19	56189686	56197815	-
ZSCAN5C	zinc finger and SCAN domain containing 5C	chr19	56202273	56209461	+
ZSCAN5A	zinc finger and SCAN domain containing 5A	chr19	56219670	56368383	-
EDDM13	epididymal protein 13	chr19	56272748	56310454	+
ZNF582	zinc finger protein 582	chr19	56375846	56393538	-
ZNF583	zinc finger protein 583	chr19	56397966	56436035	+
ZNF667	zinc finger protein 667	chr19	56438634	56478099	-
ZNF471	zinc finger protein 471	chr19	56507731	56530221	+
ZFP28	ZFP28 zinc finger protein	chr19	56538948	56556808	+
ZNF470	zinc finger protein 470	chr19	56567468	56588911	+
ZNF71	zinc finger protein 71	chr19	56595265	56626481	+
SMIM17	small integral membrane protein 17	chr19	56643159	56657247	+
ZNF835	zinc finger protein 835	chr19	56661980	56671783	-
ZIM2	zinc finger imprinted 2	chr19	56774547	56840731	-
PEG3	paternally expressed 3	chr19	56810077	56840728	-
USP29	ubiquitin specific peptidase 29	chr19	57119138	57131926	+
ZIM3	zinc finger imprinted 3	chr19	57134096	57145202	-
DUXA	double homeobox A	chr19	57154021	57167485	-
ZNF264	zinc finger protein 264	chr19	57191500	57222846	+
AURKC	aurora kinase C	chr19	57231009	57235551	+
ZNF805	zinc finger protein 805	chr19	57240632	57262728	+
ZNF460	zinc finger protein 460	chr19	57279982	57296357	+
ZNF543	zinc finger protein 543	chr19	57320472	57330770	+
ZNF304	zinc finger protein 304	chr19	57351271	57359898	+
ZNF547	zinc finger protein 547	chr19	57363477	57379565	+
TRAPPC2B	trafficking protein particle complex subunit 2B	chr19	57363551	57365405	+
ZNF548	zinc finger protein 548	chr19	57389850	57403498	+
ZNF17	zinc finger protein 17	chr19	57410723	57421934	+
ZNF749	zinc finger protein 749	chr19	57435325	57447101	+
VN1R1	vomeronasal 1 receptor 1	chr19	57454790	57457140	-
ZNF772	zinc finger protein 772	chr19	57466663	57477570	-
ZNF419	zinc finger protein 419	chr19	57487711	57496098	+
ZNF773	zinc finger protein 773	chr19	57499915	57518404	+
ZNF549	zinc finger protein 549	chr19	57527325	57557542	+
ZNF550	zinc finger protein 550	chr19	57535257	57559863	-
ZNF416	zinc finger protein 416	chr19	57571566	57578911	-
ZIK1	zinc finger protein interacting with K protein 1	chr19	57578456	57593890	+
ZNF530	zinc finger protein 530	chr19	57599880	57612722	+
ZNF134	zinc finger protein 134	chr19	57614233	57624724	+
ZNF211	zinc finger protein 211	chr19	57630395	57644044	+
ZSCAN4	zinc finger and SCAN domain containing 4	chr19	57668935	57679152	+
ZNF551	zinc finger protein 551	chr19	57681969	57717301	+
ZNF154	zinc finger protein 154	chr19	57696275	57709204	-
ZNF671	zinc finger protein 671	chr19	57719751	57727624	-
ZNF776	zinc finger protein 776	chr19	57746815	57758148	+
ZNF586	zinc finger protein 586	chr19	57769655	57819939	+
ZNF552	zinc finger protein 552	chr19	57803841	57814913	-
ZNF587B	zinc finger protein 587B	chr19	57819721	57846238	+
ZNF814	zinc finger protein 814	chr19	57848731	57889074	-
ZNF587	zinc finger protein 587	chr19	57849841	57865117	+
ZNF417	zinc finger protein 417	chr19	57900296	57916610	-
ZNF418	zinc finger protein 418	chr19	57921882	57935402	-
ZNF256	zinc finger protein 256	chr19	57940833	57947706	-
C19orf18	chromosome 19 open reading frame 18	chr19	57958437	57974534	-
ZNF606	zinc finger protein 606	chr19	57977076	58003349	-
ZSCAN1	zinc finger and SCAN domain containing 1	chr19	58034025	58054631	+
ZNF135	zinc finger protein 135	chr19	58059239	58086310	+
ZSCAN18	zinc finger and SCAN domain containing 18	chr19	58083834	58118427	-
ZNF329	zinc finger protein 329	chr19	58126248	58155110	-
ZNF274	zinc finger protein 274	chr19	58183029	58213573	+
ZNF544	zinc finger protein 544	chr19	58228594	58277495	+
ZNF8	zinc finger protein 8	chr19	58278955	58302791	+
ZSCAN22	zinc finger and SCAN domain containing 22	chr19	58326994	58342343	+
A1BG	alpha-1-B glycoprotein	chr19	58345178	58353492	-
ZNF497	zinc finger protein 497	chr19	58354357	58362848	-
ZNF837	zinc finger protein 837	chr19	58367614	58381054	-
RPS5	ribosomal protein S5	chr19	58380570	58394807	+
RNF225	ring finger protein 225	chr19	58395656	58397079	+
ZNF584	zinc finger protein 584	chr19	58401504	58431736	+
ZNF132	zinc finger protein 132	chr19	58432814	58440153	-
ZNF324B	zinc finger protein 324B	chr19	58450369	58459868	+
ZNF324	zinc finger protein 324	chr19	58467056	58475436	+
ZNF446	zinc finger protein 446	chr19	58474017	58481233	+
SLC27A5	solute carrier family 27 member 5	chr19	58479512	58512413	-
ZBTB45	zinc finger and BTB domain containing 45	chr19	58513530	58538911	-
TRIM28	tripartite motif containing 28	chr19	58543740	58550773	+
